"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","âˆšx (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"78","61.13031198171454","63.932733918317446","0.0291748046875","0.02880859375","0.028076171875","1560","0.00031752726614866724","24","0.00031752726614866724","0","0.00031752726614866724","0.00031752726614866724","69:68;89:68","69:0.002590120231829307;89:0.0027091261156916013","69:0.002035022839513706;89:0.0030361034358281913","0.0291748046875","Yes"
"79","160.63824613632505","55.4330789700611","0.009033203125","0.01123046875","0.0068359375","1560","0.0002800902064904683","24","0.0002800902064904683","0","0.0002800902064904683","0.0002800902064904683","93:68;73:68","93:0.0028481138757845414;73:0.0024072445177153734","93:0.0022381728549551727;73:0.009922374703961179","0.009033203125","Yes"
"80","151.9257126529466","100.98479925566282","0.015625","0.021240234375","0.010009765625","1560","0.0001910734362756962","24","0.0001910734362756962","0","0.0001910734362756962","0.0001910734362756962","81:68","81:0.0019841699554524195","81:0.0034789083700337287","0.015625","Yes"
"81","170.71960622340822","21.87863932884338","0.0369873046875","0.05615234375","0.017822265625","1560","0.0001966774774715534","24","0.0001966774774715534","0","0.0001966774774715534","0.0001966774774715534","80:68;82:68;76:68","80:0.0019841699554524195;82:0.011935785718432734;76:0.0016651906566269026","80:0.0034789083700337287;82:0.002402554253325917;76:0.0020720483460064665","0.0369873046875","Yes"
"82","127.12154131773204","29.32990961658494","0.0113525390625","0.019775390625","0.0029296875","1560","0.00022955068627031686","24","0.00022955068627031686","0","0.00022955068627031686","0.00022955068627031686","81:68;83:68","81:0.011935785718432734;83:0.002716177623296262","81:0.002402554253325917;83:0.00217922156035788","0.0113525390625","Yes"
"83","114.76813352111222","143.30546420885526","0.2376708984375","0.267578125","0.207763671875","1560","0.0002281761604783628","24","0.0002281761604783628","0","0.0002281761604783628","0.0002281761604783628","96:68;82:68;84:68","96:0.0016753132101984258;82:0.002716177623296262;84:0.0034579173651164696","96:0.001785107496829974;82:0.00217922156035788;84:0.002330206655097894","0.2376708984375","Yes"
"84","170.29098465309494","136.51536161681346","0.0048828125","0.007568359375","0.002197265625","1560","0.0001791054450138855","24","0.0001791054450138855","0","0.0001791054450138855","0.0001791054450138855","83:68;85:68","83:0.0034579173651164696;85:0.0020801219389110226","83:0.002330206655097894;85:0.0018059242820897825","0.0048828125","Yes"
"85","242.8040580732046","35.21875798364505","0.017822265625","0.021728515625","0.013916015625","1560","0.00027273229817186397","24","0.00027273229817186397","0","0.00027273229817186397","0.00027273229817186397","77:68;86:68;84:68","77:0.0030871228820034124;86:0.002339146587072183;84:0.0020801219389110226","77:0.002361604090156344;86:0.002075599382092397;84:0.0018059242820897825","0.017822265625","Yes"
"86","125.74542726255113","96.06895701296348","0.0123291015625","0.01025390625","0.014404296875","1560","0.0002119403503949418","24","0.0002119403503949418","0","0.0002119403503949418","0.0002119403503949418","85:68;87:68","85:0.002339146587072183;87:0.002439967863034742","85:0.002075599382092397;87:0.0019129233330622275","0.0123291015625","Yes"
"87","240.55738798805172","205.56822332874577","0.0765380859375","0.09423828125","0.058837890625","1560","0.00026012944010622664","24","0.00026012944010622664","0","0.00026012944010622664","0.00026012944010622664","86:68;88:68;97:68","86:0.002439967863034742;88:0.0023682985541358392;97:0.0030126202730203777","86:0.0019129233330622275;88:0.0032836106440851387;97:0.003197650141026659","0.0765380859375","Yes"
"88","158.76912125351515","239.05410027592384","0.019287109375","0.03173828125","0.0068359375","1560","0.0002610266758692605","24","0.0002610266758692605","0","0.0002610266758692605","0.0002610266758692605","87:68;89:68","87:0.0023682985541358392;89:0.0018494389900306496","87:0.0032836106440851387;89:0.0020819141154793386","0.019287109375","Yes"
"89","54.33986017335192","55.27655101730517","0.02197265625","0.025390625","0.0185546875","1560","0.00022951707287588785","24","0.00022951707287588785","0","0.00022951707287588785","0.00022951707287588785","90:68;88:68;78:68","90:0.0025667704170147243;88:0.0018494389900306496;78:0.0027091261156916013","90:0.00268212932472911;88:0.0020819141154793386;78:0.0030361034358281913","0.02197265625","Yes"
"90","178.12352882872077","174.26764720001162","0.0079345703125","0.010498046875","0.00537109375","1560","0.0002679241802401429","24","0.0002679241802401429","0","0.0002679241802401429","0.0002679241802401429","89:68;91:68","89:0.0025667704170147243;91:0.002257343974065379","89:0.00268212932472911;91:0.0022144612763119464","0.0079345703125","Yes"
"91","113.90492121896236","21.607409388979693","0.0533447265625","0.05908203125","0.047607421875","1560","0.00037117837222296117","24","0.00037117837222296117","0","0.00037117837222296117","0.00037117837222296117","98:68;90:68;92:68","98:0.0018415234200143682;90:0.002257343974065379;92:0.0020265501254136398","98:0.0013957312262029842;90:0.0022144612763119464;92:0.0017646159912780013","0.0533447265625","Yes"
"92","154.06259309062324","170.08057280953162","0.0068359375","0.01220703125","0.00146484375","1560","0.0003728391758071476","24","0.0003728391758071476","0","0.0003728391758071476","0.0003728391758071476","91:68;93:68","91:0.0020265501254136398;93:0.0017238755161000652","91:0.0017646159912780013;93:0.002021047606269727","0.0068359375","Yes"
"93","251.21030729664395","232.04176675940494","0.028564453125","0.042236328125","0.014892578125","1560","0.00041668537757352125","24","0.00041668537757352125","0","0.00041668537757352125","0.00041668537757352125","94:68;79:68;92:68","94:0.0026877856490111485;79:0.0028481138757845414;92:0.0017238755161000652","94:0.002194764928326598;79:0.0022381728549551727;92:0.002021047606269727","0.028564453125","Yes"
"94","206.16939809557581","67.48248629375331","0.0068359375","0.012451171875","0.001220703125","1560","0.0002556700875964257","24","0.0002556700875964257","0","0.0002556700875964257","0.0002556700875964257","93:68;95:68","93:0.0026877856490111485;95:0.0023539663940825017","93:0.002194764928326598;95:0.0019753388538453487","0.0068359375","Yes"
"95","162.11069968492305","148.078982477058","0.010498046875","0.015625","0.003662109375","1560","0.0001962022201301887","24","0.0001962022201301887","0","0.0001962022201301887","0.0001962022201301887","99:68;94:68","99:0.00229076831973285;94:0.0023539663940825017","94:0.0019753388538453487","0.010498046875","Yes"
"96","95.99234603264532","101.23748747582934","0.0101318359375","0.016357421875","0.00390625","1560","0.000255679219187398","24","0.000255679219187398","0","0.000255679219187398","0.000255679219187398","83:68;103:68","83:0.0016753132101984258;103:0.0021189111876546984","83:0.001785107496829974;103:0.002032221518664168","0.0101318359375","Yes"
"97","99.15678498355445","125.82850674900482","0.0079345703125","0.009765625","0.006103515625","1560","0.0002959936751757255","24","0.0002959936751757255","0","0.0002959936751757255","0.0002959936751757255","87:68;107:68","87:0.0030126202730203777;107:0.0016507059326698048","87:0.003197650141026659;107:0.0022810763921109756","0.0079345703125","Yes"
"98","187.82149395497177","17.193468048114408","0.0133056640625","0.014404296875","0.01220703125","1560","0.0002498302139281335","24","0.0002498302139281335","0","0.0002498302139281335","0.0002498302139281335","91:68;111:68","91:0.0018415234200143682;111:0.002943578205244546","91:0.0013957312262029842;111:0.002902294559910673","0.0133056640625","Yes"
"99","150.3371927508033","38.46406238583669","0.028564453125","0.029052734375","0.028076171875","1560","0.00014702819977691805","24","0.00014702819977691805","0","0.00014702819977691805","0.00014702819977691805","115:68;95:68","115:0.0021296750369498296;95:0.00229076831973285","","0.028564453125","Yes"
"100","170.4356159038489","31.539587131934763","0.0247802734375","0.03173828125","0.017822265625","1560","0.0007786526191523939","24","0.0007786526191523939","0","0.0007786526191523939","0.0007786526191523939","101:68","101:0.004529597397885304","101:0.003947610821114833","0.0247802734375","Yes"
"101","185.85663006702924","173.65593683673802","0.06982421875","0.0859375","0.0537109375","1560","0.00021779511342071933","24","0.00021779511342071933","0","0.00021779511342071933","0.00021779511342071933","100:68;116:68;102:68","100:0.004529597397885304;116:0.002310879446841746;102:0.0029791484609564267","100:0.003947610821114833;116:0.001755101952976984;102:0.0032826019207315427","0.06982421875","Yes"
"102","118.53920812073001","76.67585055401032","0.0230712890625","0.041748046875","0.00439453125","1560","0.0004229564791446244","24","0.0004229564791446244","0","0.0004229564791446244","0.0004229564791446244","101:68;103:88","101:0.0029791484609564267;103:0.0027836319225500172","101:0.0032826019207315427;103:0.0023791799569732874","0.0230712890625","Yes"
"103","107.18944148432513","133.09239126327407","0.0213623046875","0.033935546875","0.0087890625","1560","0.00015135215661829285","24","0.00015135215661829285","0","0.00015135215661829285","0.00015135215661829285","104:68;96:68;102:88","104:0.001767632173994671;96:0.0021189111876546984;102:0.0027836319225500172","104:0.001788714997110391;96:0.002032221518664168;102:0.0023791799569732874","0.0213623046875","Yes"
"104","61.21478380404058","54.294573041565165","0.0159912109375","0.0205078125","0.011474609375","1560","0.00017571415281973315","24","0.00017571415281973315","0","0.00017571415281973315","0.00017571415281973315","103:68;105:68","103:0.001767632173994671;105:0.0024421575169207843","103:0.001788714997110391;105:0.001905904902030131","0.0159912109375","Yes"
"105","207.33547217352137","178.901246188926","0.0283203125","0.025634765625","0.031005859375","1560","0.00022172228987562287","24","0.00022172228987562287","0","0.00022172228987562287","0.00022172228987562287","104:68;106:68;117:68","104:0.0024421575169207843;106:0.002694041014263515;117:0.002778842292245648","104:0.001905904902030131;106:0.0028780578172669935;117:0.002368772936221286","0.0283203125","Yes"
"106","171.11301946151121","180.56495751407607","0.010498046875","0.01513671875","0.005859375","1560","0.0001663193215613342","24","0.0001663193215613342","0","0.0001663193215613342","0.0001663193215613342","107:68;105:68","107:0.0015989488992042555;105:0.002694041014263515","107:0.00257072087659152;105:0.0028780578172669935","0.010498046875","Yes"
"107","86.53412079732963","21.36198144753002","0.017333984375","0.0263671875","0.00830078125","1560","0.00036210780483141296","24","0.00036210780483141296","0","0.00036210780483141296","0.00036210780483141296","106:68;108:68;97:68","106:0.0015989488992042555;108:0.0024268815291774437;97:0.0016507059326698048","106:0.00257072087659152;108:0.0016737498880302903;97:0.0022810763921109756","0.017333984375","Yes"
"108","144.28800722737833","149.8934656345569","0.013427734375","0.01904296875","0.0078125","1560","0.00035118616769824214","24","0.00035118616769824214","0","0.00035118616769824214","0.00035118616769824214","107:68;109:68","107:0.0024268815291774437;109:0.0027269792131578152","107:0.0016737498880302903;109:0.0019611684896936876","0.013427734375","Yes"
"109","74.7123655528385","62.32172690987805","0.0146484375","0.015380859375","0.013916015625","1560","0.00032945051958940244","24","0.00032945051958940244","0","0.00032945051958940244","0.00032945051958940244","108:68;110:68;118:68","108:0.0027269792131578152;110:0.002310755043369389;118:0.0028829820071958057","108:0.0019611684896936876;110:0.001723290743291639;118:0.0038102529214132097","0.0146484375","Yes"
"110","128.7604355892485","110.35825962027009","0.00537109375","0.00830078125","0.00244140625","1560","0.00020458226837752013","24","0.00020458226837752013","0","0.00020458226837752013","0.00020458226837752013","109:68;111:68","109:0.002310755043369389;111:0.0018730021322564683","109:0.001723290743291639;111:0.0021254934642922774","0.00537109375","Yes"
"111","190.9027147842161","122.61969417173246","0.0269775390625","0.038330078125","0.015625","1560","0.00014296508243773331","24","0.00014296508243773331","0","0.00014296508243773331","0.00014296508243773331","112:68;110:68;98:68","112:0.0025387103368453012;110:0.0018730021322564683;98:0.002943578205244546","112:0.00262919729427602;110:0.0021254934642922774;98:0.002902294559910673","0.0269775390625","Yes"
"112","138.9425728202562","136.25533102135623","0.0086669921875","0.0126953125","0.007568359375","1560","0.00031417896608527637","24","0.00031417896608527637","0","0.00031417896608527637","0.00031417896608527637","111:68;113:68","111:0.0025387103368453012;113:0.002987979163121268","111:0.00262919729427602;113:0.0030979030631356763","0.0086669921875","Yes"
"113","85.4540623708001","22.32935776368266","0.0836181640625","0.095703125","0.071533203125","1560","0.00019156788594874887","24","0.00019156788594874887","0","0.00019156788594874887","0.00019156788594874887","119:68;112:68;114:68","119:0.00302099167642636;112:0.002987979163121268;114:0.0029077814766237386","119:0.005433362250063967;112:0.0030979030631356763;114:0.0027204470325706276","0.0836181640625","Yes"
"114","126.66419065568505","102.45153691105136","0.0086669921875","0.0107421875","0.006591796875","1560","0.00038716451163862714","24","0.00038716451163862714","0","0.00038716451163862714","0.00038716451163862714","115:68;113:68","115:0.0022154094139736624;113:0.0029077814766237386","115:0.002825495507422199;113:0.0027204470325706276","0.0086669921875","Yes"
"115","120.0097799439591","111.06796017761029","0.0067138671875","0.009033203125","0.00439453125","1560","0.00025484291226897745","24","0.00025484291226897745","0","0.00025484291226897745","0.00025484291226897745","99:68;114:68","99:0.0021296750369498296;114:0.0022154094139736624","114:0.002825495507422199","0.0067138671875","Yes"
"116","136.1042063729834","134.9640166541033","0.0511474609375","0.0595703125","0.042724609375","1560","0.00016533172142383723","24","0.00016533172142383723","0","0.00016533172142383723","0.00016533172142383723","101:68;121:68","101:0.002310879446841746;121:0.006963946605202026","101:0.001755101952976984;121:0.004491350921027565","0.0511474609375","Yes"
"117","103.03969357331785","140.3664396804175","0.025634765625","0.028076171875","0.023193359375","1560","0.0002982503217394131","24","0.0002982503217394131","0","0.0002982503217394131","0.0002982503217394131","105:68;125:68","105:0.002778842292245648;125:0.003632295443700584","105:0.002368772936221286;125:0.001413800380178215","0.025634765625","Yes"
"118","194.92168283313538","67.039035138566","0.0108642578125","0.01171875","0.010009765625","1560","0.000304432725580614","24","0.000304432725580614","0","0.000304432725580614","0.000304432725580614","109:68;129:68","109:0.0028829820071958057;129:0.0022153054828943364","109:0.0038102529214132097;129:0.0023001640068501805","0.0108642578125","Yes"
"119","42.76827710967331","64.20737471152015","0.0147705078125","0.0244140625","0.005126953125","1560","0.0006356523368673116","24","0.0006356523368673116","0","0.0006356523368673116","0.0006356523368673116","113:68;133:68","113:0.00302099167642636;133:0.003112987234067832","113:0.005433362250063967;133:0.002610633812228147","0.0147705078125","Yes"
"120","83.74622454618104","102.28933611213785","0.0101318359375","0.010498046875","0.009765625","1560","0.00016942412415530176","24","0.00016942412415530176","0","0.00016942412415530176","0.00016942412415530176","121:68","121:0.002041406021304426","121:0.0016657253470225286","0.0101318359375","Yes"
"121","120.41905310142845","104.64957729126478","0.01318359375","0.013671875","0.0126953125","1560","0.0001692283901719848","24","0.0001692283901719848","0","0.0001692283901719848","0.0001692283901719848","120:68;122:68;116:68","120:0.002041406021304426;122:0.002891986017911574;116:0.006963946605202026","120:0.0016657253470225286;122:0.0029147589521272;116:0.004491350921027565","0.01318359375","Yes"
"122","106.90506816537875","63.845830961214794","0.0084228515625","0.011474609375","0.00537109375","1560","0.0004110622010557345","24","0.0004110622010557345","0","0.0004110622010557345","0.0004110622010557345","121:68;123:68","121:0.002891986017911574;123:0.0025538534926199674","121:0.0029147589521272;123:0.002498884028814763","0.0084228515625","Yes"
"123","134.06671749909404","138.82837069007553","0.009033203125","0.00830078125","0.009765625","1560","0.00018251242113518078","24","0.00018251242113518078","0","0.00018251242113518078","0.00018251242113518078","136:68;124:68;122:68","136:0.002461266989864236;124:0.0037105122463217677;122:0.0025538534926199674","136:0.002116544750505378;124:0.0019332582774094498;122:0.002498884028814763","0.009033203125","Yes"
"124","111.67617006337075","122.01495776231414","0.00634765625","0.009521484375","0.003173828125","1560","0.0004774754979470993","24","0.0004774754979470993","0","0.0004774754979470993","0.0004774754979470993","123:68;125:68","123:0.0037105122463217677;125:0.004505963087274301","123:0.0019332582774094498;125:0.0016215138111084215","0.00634765625","Yes"
"125","144.5695147408844","57.79813967912657","0.031982421875","0.041015625","0.02294921875","1560","0.00016579801795936602","24","0.00016579801795936602","0","0.00016579801795936602","0.00016579801795936602","117:68;124:68;126:68","117:0.003632295443700584;124:0.004505963087274301;126:0.0045286415898257715","117:0.001413800380178215;124:0.0016215138111084215;126:0.0022826528894642206","0.031982421875","Yes"
"126","127.0499122023292","72.10064975443595","0.0078125","0.009765625","0.005859375","1560","0.0002583202935781984","24","0.0002583202935781984","0","0.0002583202935781984","0.0002583202935781984","127:68;125:68","127:0.002131004077462889;125:0.0045286415898257715","127:0.0024425545804317716;125:0.0022826528894642206","0.0078125","Yes"
"127","161.76361638504238","179.10636511799143","0.0360107421875","0.04931640625","0.022705078125","1560","0.00019727395824855595","24","0.00019727395824855595","0","0.00019727395824855595","0.00019727395824855595","126:68;128:68;137:68","126:0.002131004077462889;128:0.0017725342041530479;137:0.0020542493595202826","126:0.0024425545804317716;128:0.002373418244713321;137:0.0019587115538964583","0.0360107421875","Yes"
"128","103.37033158046552","44.4609944627609","0.0421142578125","0.051025390625","0.033203125","1560","0.00021814583392336338","24","0.00021814583392336338","0","0.00021814583392336338","0.00021814583392336338","127:68;129:68","127:0.0017725342041530479;129:0.0023556683238079856","127:0.002373418244713321;129:0.0026395092731008596","0.0421142578125","Yes"
"129","147.09407733423043","103.85004776932637","0.018310546875","0.0224609375","0.01416015625","1560","0.00016285046718041168","24","0.00016285046718041168","0","0.00016285046718041168","0.00016285046718041168","130:68;128:68;118:68","130:0.00326187426936575;128:0.0023556683238079856;118:0.0022153054828943364","130:0.0027292806473804276;128:0.0026395092731008596;118:0.0023001640068501805","0.018310546875","Yes"
"130","138.01147113647943","129.89232900043652","0.0030517578125","0.0048828125","0.001220703125","1560","0.0004232001669925228","24","0.0004232001669925228","0","0.0004232001669925228","0.0004232001669925228","129:68;131:68","129:0.00326187426936575;131:0.0020763922459578754","129:0.0027292806473804276;131:0.001857821334551396","0.0030517578125","Yes"
"131","157.1550292750736","172.66366886782083","0.0982666015625","0.104736328125","0.091796875","1560","0.00016858275066457035","24","0.00016858275066457035","0","0.00016858275066457035","0.00016858275066457035","138:68;130:68;132:68","138:0.0019807078435058745;130:0.0020763922459578754;132:0.0020883536380871537","138:0.015527242418385101;130:0.001857821334551396;132:0.0022249974332871625","0.0982666015625","Yes"
"132","122.53874823437243","182.89183563255912","0.0093994140625","0.01171875","0.007080078125","1560","0.00016655305340682093","24","0.00016655305340682093","0","0.00016655305340682093","0.00016655305340682093","133:68;131:68","133:0.002625987548749653;131:0.0020883536380871537","133:0.0021782652167946226;131:0.0022249974332871625","0.0093994140625","Yes"
"133","157.83292987269434","48.79911862903033","0.017822265625","0.029052734375","0.006591796875","1560","0.0002851473648728097","24","0.0002851473648728097","0","0.0002851473648728097","0.0002851473648728097","132:68;134:68;119:68","132:0.002625987548749653;134:0.002576119293110829;119:0.003112987234067832","132:0.0021782652167946226;134:0.0022104761082162583;119:0.002610633812228147","0.017822265625","Yes"
"134","196.93045748190957","53.79987608791453","0.0040283203125","0.005126953125","0.0029296875","1560","0.00036291581593633407","24","0.00036291581593633407","0","0.00036291581593633407","0.00036291581593633407","133:68;135:68","133:0.002576119293110829;135:0.00220662406635852","133:0.0022104761082162583;135:0.0016835817396972652","0.0040283203125","Yes"
"135","147.3342200218112","138.85890020418154","0.070068359375","0.099853515625","0.040283203125","1560","0.00014379388540079025","24","0.00014379388540079025","0","0.00014379388540079025","0.00014379388540079025","134:68;139:68","134:0.00220662406635852;139:0.0036763215358117107","134:0.0016835817396972652;139:0.003841109176246943","0.070068359375","Yes"
"136","129.527184047657","115.60354191618221","0.0067138671875","0.012451171875","0.0009765625","1560","0.00024394663537390498","24","0.00024394663537390498","0","0.00024394663537390498","0.00024394663537390498","123:68;143:68","123:0.002461266989864236;143:0.0024359167589244057","123:0.002116544750505378;143:0.009331271412258063","0.0067138671875","Yes"
"137","189.7230811878794","210.03961195181662","0.006591796875","0.01220703125","0.0009765625","1560","0.0003094579334839222","24","0.0003094579334839222","0","0.0003094579334839222","0.0003094579334839222","147:68;127:68","147:0.00220203349625564;127:0.0020542493595202826","147:0.0020959505926929634;127:0.0019587115538964583","0.006591796875","Yes"
"138","93.93681609263278","117.73822854511047","0.009033203125","0.013671875","0.00439453125","1560","0.00031740601995267797","24","0.00031740601995267797","0","0.00031740601995267797","0.00031740601995267797","151:68;131:68","151:0.0025582723739437374;131:0.0019807078435058745","151:0.0020158669405044294;131:0.015527242418385101","0.009033203125","Yes"
"139","87.7054712383293","34.69746111292334","0.0111083984375","0.0205078125","0.001708984375","1560","0.00047650311272010883","24","0.00047650311272010883","0","0.00047650311272010883","0.00047650311272010883","155:68;135:68","155:0.002689855203332564;135:0.0036763215358117107","155:0.004869351463673038;135:0.003841109176246943","0.0111083984375","Yes"
"140","103.60773391189176","175.20459044053317","0.051025390625","0.040771484375","0.061279296875","1560","0.0002797955277589277","24","0.0002797955277589277","0","0.0002797955277589277","0.0002797955277589277","141:68","141:0.0015294426093145908","141:0.001172659637253437","0.051025390625","Yes"
"141","77.23955023056594","75.08495007423969","0.010986328125","0.014892578125","0.007080078125","1560","0.0001637326750737373","24","0.0001637326750737373","0","0.0001637326750737373","0.0001637326750737373","140:68;142:68","140:0.0015294426093145908;142:0.002214706963315688","140:0.001172659637253437;142:0.0020470747426106217","0.010986328125","Yes"
"142","129.54598779618402","104.7061962911107","0.00830078125","0.01318359375","0.00341796875","1560","0.0002555232316001016","24","0.0002555232316001016","0","0.0002555232316001016","0.0002555232316001016","143:68;141:68","143:0.00233634857605472;141:0.002214706963315688","143:0.001753619709382953;141:0.0020470747426106217","0.00830078125","Yes"
"143","185.11879239370452","160.29833493083868","0.010498046875","0.013671875","0.00732421875","1560","0.00017309403227027718","24","0.00017309403227027718","0","0.00017309403227027718","0.00017309403227027718","142:68;144:68;136:68","142:0.00233634857605472;144:0.002223074368861544;136:0.0024359167589244057","142:0.001753619709382953;144:0.0023892466304912263;136:0.009331271412258063","0.010498046875","Yes"
"144","176.53047446695922","153.10158382137277","0.0074462890625","0.012939453125","0.001953125","1560","0.00029715501262766265","24","0.00029715501262766265","0","0.00029715501262766265","0.00029715501262766265","145:68;143:68","145:0.0018869814511640048;143:0.002223074368861544","145:0.0022333709959687364;143:0.0023892466304912263","0.0074462890625","Yes"
"145","198.5963035757856","168.41959167137165","0.04443359375","0.06884765625","0.02001953125","1560","0.00014023829203790395","24","0.00014023829203790395","0","0.00014023829203790395","0.00014023829203790395","144:68;146:68","144:0.0018869814511640048;146:0.0018256620237300514","144:0.0022333709959687364;146:0.0016478448228399167","0.04443359375","Yes"
"146","84.01009968303207","35.365685665741466","0.009033203125","0.0185546875","0.005126953125","1560","0.00015097144328849298","24","0.00015097144328849298","0","0.00015097144328849298","0.00015097144328849298","145:68;147:88","145:0.0018256620237300514;147:0.0021890856616763876","145:0.0016478448228399167;147:0.002018766908686853","0.009033203125","Yes"
"147","138.66824973936883","135.55239690310785","0.00927734375","0.01513671875","0.00341796875","1560","0.0006042508989489756","24","0.0006042508989489756","0","0.0006042508989489756","0.0006042508989489756","148:68;137:68;146:88","148:0.0029125291893858374;137:0.00220203349625564;146:0.0021890856616763876","148:0.002630802124075071;137:0.0020959505926929634;146:0.002018766908686853","0.00927734375","Yes"
"148","140.52113458870613","162.70462428836237","0.0089111328125","0.016357421875","0.00146484375","1560","0.000358851848110397","24","0.000358851848110397","0","0.000358851848110397","0.000358851848110397","147:68;149:68","147:0.0029125291893858374;149:0.012735457435261499","147:0.002630802124075071;149:0.010413911093189732","0.0089111328125","Yes"
"149","58.28448160847745","4.4646731699367965","0.09228515625","0.096435546875","0.088134765625","1560","0.0011716640878907778","24","0.0011716640878907778","0","0.0011716640878907778","0.0011716640878907778","150:68;148:68","150:0.012458506122002888;148:0.012735457435261499","150:0.0079695113104217;148:0.010413911093189732","0.09228515625","Yes"
"150","140.54897823278873","6.633921690524084","0.0067138671875","0.011474609375","0.001953125","1560","0.0007882831971280815","24","0.0007882831971280815","0","0.0007882831971280815","0.0007882831971280815","149:68;151:68","149:0.012458506122002888;151:0.007071815850857949","149:0.0079695113104217;151:0.007255632845952625","0.0067138671875","Yes"
"151","91.72616978313197","97.24346099378926","0.010986328125","0.017333984375","0.004638671875","1560","0.0002286334995533931","24","0.0002286334995533931","0","0.0002286334995533931","0.0002286334995533931","138:68;152:68;150:68","138:0.0025582723739437374;152:0.002368097576175482;150:0.007071815850857949","138:0.0020158669405044294;152:0.0021346709892919036;150:0.007255632845952625","0.010986328125","Yes"
"152","65.96318001203406","76.56038537836746","0.007080078125","0.012451171875","0.001708984375","1560","0.0002863799688826295","24","0.0002863799688826295","0","0.0002863799688826295","0.0002863799688826295","151:68;153:68","151:0.002368097576175482;153:0.0025636288518611217","151:0.0021346709892919036;153:0.0025245269277611726","0.007080078125","Yes"
"153","65.25730709742919","40.874807659246116","0.01806640625","0.025390625","0.0107421875","1560","0.00024090874717496734","24","0.00024090874717496734","0","0.00024090874717496734","0.00024090874717496734","152:68;154:68","152:0.0025636288518611217;154:0.0023018764721080276","152:0.0025245269277611726;154:0.002181873781686522","0.01806640625","Yes"
"154","187.52932579859268","135.86108805855213","0.0057373046875","0.005859375","0.005615234375","1560","0.00025130652882324927","24","0.00025130652882324927","0","0.00025130652882324927","0.00025130652882324927","153:68;155:68","153:0.0023018764721080276;155:0.0020301080262645765","153:0.002181873781686522;155:0.004323585537019864","0.0057373046875","Yes"
"155","127.7355097452431","15.979232103029346","0.019287109375","0.026123046875","0.012451171875","1560","0.00013078433835553624","24","0.00013078433835553624","0","0.00013078433835553624","0.00013078433835553624","139:68;154:68","139:0.002689855203332564;154:0.0020301080262645765","139:0.004869351463673038;154:0.004323585537019864","0.019287109375","Yes"